1570783267.572309|SWI|PID MISMATCH FIX|
1570805585.221056|lic|newest date 2019-09-13 07:39:16 +0000|
1570805585.221071|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570805585.221209|LIC|License is valid for this version|
1570805585.234080|lic|newest date 2019-09-13 07:39:16 +0000|
1570805585.234101|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570805585.250356|xw|is trusted|
1570805585.265791|short|call sharedInstance4|
1570805585.313815|M|mt_stop10|
1570805585.893535|lic|newest date 2019-09-13 07:39:16 +0000|
1570805585.893556|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570805585.895018|START|TB VISIBLE 0|
1570805585.895036|START|TB FORCED HIDDEN 0|
1570805585.898095|LAUNCH|DIDLaunch END frontmostApp: com.apple.loginwindow, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
1570805585.913063|lic|newest date 2019-09-13 07:39:16 +0000|
1570805585.913080|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570805585.922991|SLEEP|FORCESHOWAFTERSLEEP2|
1570805585.923014|TB|Force show Touch Bar|
1570805586.036598|SLEEP|FORCESHOWAFTERSLEEP3|
1570805586.036623|TB|Force show Touch Bar|
1570805586.886399|M|mt_stop2|
1570805586.886933|ASL|Bonjour Service Published: domain(local.) type(_bttremote._tcp.) name(McDiTo) port(50675)|
1570805586.887441|M|register touchbar mbp trackpad|
1570805586.887464|M|register internal trackpad|
1570805586.887600|STDEV|68|
1570805587.043817|M|mt_stop2|
1570805587.045995|M|unregister magic trackpad 2|
1570805587.048410|M|register touchbar mbp trackpad|
1570805587.048461|M|register internal trackpad|
1570805587.048637|STDEV|68|
1570805587.236791|xw|disabling touch for internal trackpad (clamshell)|
1570805591.482826|M|mt_stop11|
1570805591.486481|M|unregister magic trackpad 2|
1570805591.489124|M|register touchbar mbp trackpad|
1570805591.489157|M|register internal trackpad|
1570805591.489345|STDEV|68|
1570805848.505765|LAUNCH|DIDLaunch START|
1570805848.514398|SYS|Running on macOS: 10.14.6|
1570805848.514426|SYS|BTT Version: 3.202|
1570805848.514460|SYS|Device: MacBookPro15,2|
1570805848.573874|usage|loading todays usage|
1570805848.585036|short|init|
1570805848.585910|STORE|The store already exists in udefs|
1570805848.585971|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570805848.595349|LIC|idate 2019-09-30 08:00:36 +0000|
1570805848.605423|LIC|closing previous instance of BetterTouchTool relaunch|
1570805848.612236|LIC|license appears to be valid|
1570805848.613142|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
    TransactionID = "39422015-chreb48eb62a14f-6ce7abad5e";
}|
1570805848.613202|LIC|systemdate 2019-09-13 07:39:16 +0000|
1570805848.613212|LIC|using date 1568360356|
1570805848.613238|lic|newest date 2019-09-13 07:39:16 +0000|
1570805848.613245|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570805848.614855|lic|newest date 2019-09-13 07:39:16 +0000|
1570805848.614872|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570805848.615024|LIC|License is valid for this version|
1570805848.628121|lic|newest date 2019-09-13 07:39:16 +0000|
1570805848.628135|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570805848.643005|xw|is trusted|
1570805848.658450|short|call sharedInstance4|
1570805848.706623|M|mt_stop10|
1570805849.251012|lic|newest date 2019-09-13 07:39:16 +0000|
1570805849.251032|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570805849.252410|START|TB VISIBLE 0|
1570805849.252426|START|TB FORCED HIDDEN 0|
1570805849.255465|LAUNCH|DIDLaunch END frontmostApp: com.apple.loginwindow, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
1570805849.269462|lic|newest date 2019-09-13 07:39:16 +0000|
1570805849.269478|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570805849.278791|SLEEP|FORCESHOWAFTERSLEEP2|
1570805849.278814|TB|Force show Touch Bar|
1570805849.386607|SLEEP|FORCESHOWAFTERSLEEP3|
1570805849.386628|TB|Force show Touch Bar|
1570805850.215409|M|mt_stop2|
1570805850.216009|ASL|Bonjour Service Published: domain(local.) type(_bttremote._tcp.) name(McDiTo) port(50675)|
1570805850.216611|M|register touchbar mbp trackpad|
1570805850.216639|M|register internal trackpad|
1570805850.216792|STDEV|68|
1570805850.304362|M|mt_stop2|
1570805850.306262|M|unregister magic trackpad 2|
1570805850.307704|M|register touchbar mbp trackpad|
1570805850.307749|M|register internal trackpad|
1570805850.307888|STDEV|68|
1570805850.706777|xw|disabling touch for internal trackpad (clamshell)|
1570805855.068991|M|mt_stop11|
1570805855.071062|M|unregister magic trackpad 2|
1570805855.073399|M|register touchbar mbp trackpad|
1570805855.073432|M|register internal trackpad|
1570805855.073635|STDEV|68|
1570806254.006320|LAUNCH|DIDLaunch START|
1570806254.013169|SYS|Running on macOS: 10.14.6|
1570806254.013195|SYS|BTT Version: 3.202|
1570806254.013224|SYS|Device: MacBookPro15,2|
1570806254.084744|usage|loading todays usage|
1570806254.096436|short|init|
1570806254.097328|STORE|The store already exists in udefs|
1570806254.097389|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570806254.106801|LIC|idate 2019-09-30 08:00:36 +0000|
1570806254.111551|LIC|closing previous instance of BetterTouchTool relaunch|
1570806254.116502|LIC|license appears to be valid|
1570806254.117216|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
    TransactionID = "39422015-chreb48eb62a14f-6ce7abad5e";
}|
1570806254.117268|LIC|systemdate 2019-09-13 07:39:16 +0000|
1570806254.117276|LIC|using date 1568360356|
1570806254.117298|lic|newest date 2019-09-13 07:39:16 +0000|
1570806254.117304|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570806254.118648|lic|newest date 2019-09-13 07:39:16 +0000|
1570806254.118662|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570806254.118786|LIC|License is valid for this version|
1570806254.136517|lic|newest date 2019-09-13 07:39:16 +0000|
1570806254.136541|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570806254.151584|xw|is trusted|
1570806254.166700|short|call sharedInstance4|
1570806254.215213|M|mt_stop10|
1570806254.750961|lic|newest date 2019-09-13 07:39:16 +0000|
1570806254.750982|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570806254.752372|START|TB VISIBLE 0|
1570806254.752389|START|TB FORCED HIDDEN 0|
1570806254.755583|LAUNCH|DIDLaunch END frontmostApp: com.apple.loginwindow, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
1570806254.769992|lic|newest date 2019-09-13 07:39:16 +0000|
1570806254.770008|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570806254.779171|SLEEP|FORCESHOWAFTERSLEEP2|
1570806254.779193|TB|Force show Touch Bar|
1570806254.884405|SLEEP|FORCESHOWAFTERSLEEP3|
1570806254.884425|TB|Force show Touch Bar|
1570806255.724378|M|mt_stop2|
1570806255.725082|ASL|Bonjour Service Published: domain(local.) type(_bttremote._tcp.) name(McDiTo) port(50675)|
1570806255.725808|M|register touchbar mbp trackpad|
1570806255.725829|M|register internal trackpad|
1570806255.726014|STDEV|68|
1570806255.813371|M|mt_stop2|
1570806255.815280|M|unregister magic trackpad 2|
1570806255.816668|M|register touchbar mbp trackpad|
1570806255.816693|M|register internal trackpad|
1570806255.816828|STDEV|68|
1570806256.202554|xw|disabling touch for internal trackpad (clamshell)|
1570806260.532963|M|mt_stop11|
1570806260.534993|M|unregister magic trackpad 2|
1570806260.537393|M|register touchbar mbp trackpad|
1570806260.537430|M|register internal trackpad|
1570806260.537675|STDEV|68|
1570806307.522965|SYS|USB DEVICE DISCONNECTED|
1570806307.524509|SYS|USB DEVICE CONNECTED|
1570806307.524579|SYS|USB Connect Count 2|
1570806308.883902|M|mt_stop2|
1570806308.885990|M|unregister magic trackpad 2|
1570806308.887988|M|register touchbar mbp trackpad|
1570806308.888066|M|register internal trackpad|
1570806308.888298|STDEV|68|
1570806310.245922|M|mt_stop2|
1570806310.247560|M|unregister magic trackpad 2|
1570806310.249873|M|register touchbar mbp trackpad|
1570806310.249911|M|register internal trackpad|
1570806310.250102|STDEV|68|
1570806367.363732|SYS|USB DEVICE DISCONNECTED|
1570806367.365935|SYS|USB DEVICE CONNECTED|
1570806367.365990|SYS|USB Connect Count 4|
1570806368.740011|M|mt_stop2|
1570806368.741883|M|unregister magic trackpad 2|
1570806368.743269|M|register touchbar mbp trackpad|
1570806368.743295|M|register internal trackpad|
1570806368.743449|STDEV|68|
1570806370.099615|M|mt_stop2|
1570806370.101766|M|unregister magic trackpad 2|
1570806370.104468|M|register touchbar mbp trackpad|
1570806370.104514|M|register internal trackpad|
1570806370.104729|STDEV|68|
1570809619.726857|LAUNCH|DIDLaunch START|
1570809619.734503|SYS|Running on macOS: 10.14.6|
1570809619.734535|SYS|BTT Version: 3.202|
1570809619.734574|SYS|Device: MacBookPro15,2|
1570809619.791418|usage|loading todays usage|
1570809619.802493|short|init|
1570809619.803415|STORE|The store already exists in udefs|
1570809619.803479|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570809619.813193|LIC|idate 2019-09-30 08:00:36 +0000|
1570809619.818035|LIC|closing previous instance of BetterTouchTool relaunch|
1570809619.823357|LIC|license appears to be valid|
1570809619.824105|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
    TransactionID = "39422015-chreb48eb62a14f-6ce7abad5e";
}|
1570809619.824151|LIC|systemdate 2019-09-13 07:39:16 +0000|
1570809619.824159|LIC|using date 1568360356|
1570809619.824179|lic|newest date 2019-09-13 07:39:16 +0000|
1570809619.824185|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570809619.825555|lic|newest date 2019-09-13 07:39:16 +0000|
1570809619.825573|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570809619.825701|LIC|License is valid for this version|
1570809619.838413|lic|newest date 2019-09-13 07:39:16 +0000|
1570809619.838429|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570809619.852695|xw|is trusted|
1570809619.868356|short|call sharedInstance4|
1570809619.932702|M|mt_stop10|
1570809620.463278|lic|newest date 2019-09-13 07:39:16 +0000|
1570809620.463298|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570809620.464671|START|TB VISIBLE 0|
1570809620.464687|START|TB FORCED HIDDEN 0|
1570809620.467872|LAUNCH|DIDLaunch END frontmostApp: com.apple.loginwindow, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
1570809620.482532|lic|newest date 2019-09-13 07:39:16 +0000|
1570809620.482547|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570809620.500863|SLEEP|FORCESHOWAFTERSLEEP2|
1570809620.500884|TB|Force show Touch Bar|
1570809620.608831|SLEEP|FORCESHOWAFTERSLEEP3|
1570809620.608854|TB|Force show Touch Bar|
1570809621.441330|M|mt_stop2|
1570809621.441851|ASL|Bonjour Service Published: domain(local.) type(_bttremote._tcp.) name(McDiTo) port(50675)|
1570809621.442430|M|register touchbar mbp trackpad|
1570809621.442462|M|register internal trackpad|
1570809621.442597|STDEV|68|
1570809621.528428|M|mt_stop2|
1570809621.530491|M|unregister magic trackpad 2|
1570809621.531884|M|register touchbar mbp trackpad|
1570809621.531908|M|register internal trackpad|
1570809621.532037|STDEV|68|
1570809621.805086|xw|disabling touch for internal trackpad (clamshell)|
1570809626.299616|M|mt_stop11|
1570809626.301515|M|unregister magic trackpad 2|
1570809626.304698|M|register touchbar mbp trackpad|
1570809626.304733|M|register internal trackpad|
1570809626.304987|STDEV|68|
1570812864.163863|SYS|USB DEVICE DISCONNECTED|
1570812864.164948|SYS|USB DEVICE CONNECTED|
1570812864.165011|SYS|USB Connect Count 2|
1570812865.551213|M|mt_stop2|
1570812865.553245|M|unregister magic trackpad 2|
1570812865.555892|M|register touchbar mbp trackpad|
1570812865.555952|M|register internal trackpad|
1570812865.556282|STDEV|68|
1570812866.863606|M|mt_stop2|
1570812866.865791|M|unregister magic trackpad 2|
1570812866.868924|M|register touchbar mbp trackpad|
1570812866.868973|M|register internal trackpad|
1570812866.869225|STDEV|68|
1570815352.288476|SYS|USB DEVICE DISCONNECTED|
1570815352.289605|SYS|USB DEVICE CONNECTED|
1570815352.289638|SYS|USB Connect Count 4|
1570815354.350755|M|mt_stop2|
1570815354.352505|M|unregister magic trackpad 2|
1570815354.353705|M|register touchbar mbp trackpad|
1570815354.353728|M|register internal trackpad|
1570815354.353876|STDEV|68|
1570815354.861561|M|mt_stop2|
1570815354.862848|M|unregister magic trackpad 2|
1570815354.864306|M|register touchbar mbp trackpad|
1570815354.864327|M|register internal trackpad|
1570815354.864453|STDEV|68|
1570815367.380412|xw|enabling touch for internal trackpad (after clamshell)|
1570815367.818991|SYS|USB DEVICE DISCONNECTED|
1570815367.820152|SYS|USB DEVICE CONNECTED|
1570815367.820186|SYS|USB Connect Count 2|
1570815369.467587|SEC|SecureInputActive com.apple.loginwindow 8276|
1570815369.888023|M|mt_stop2|
1570815369.889414|M|unregister magic trackpad 2|
1570815369.890615|M|register touchbar mbp trackpad|
1570815369.890638|M|register internal trackpad|
1570815369.890803|STDEV|68|
1570815370.466971|M|mt_stop2|
1570815370.468420|M|unregister magic trackpad 2|
1570815370.469626|M|register touchbar mbp trackpad|
1570815370.469649|M|register internal trackpad|
1570815370.469808|STDEV|68|
1570815371.439700|SEC|SecureInputDisabled com.apple.loginwindow|
1570815371.683758|LOGIN|RESTART AFTER LOGIN|
1570815371.685199|xw|should relaunch|
1570815371.685724|xw|BTTRelaunch found|
1570815371.685762|xw|BTTRelaunch call seems successfull|
1570815371.697037|TERMINATE|SHOULDTERMINATE|
1570815372.125743|LAUNCH|DIDLaunch START|
1570815372.137923|SYS|Running on macOS: 10.14.6|
1570815372.137955|SYS|BTT Version: 3.202|
1570815372.138022|SYS|Device: MacBookPro15,2|
1570815372.214826|usage|loading todays usage|
1570815372.231328|short|init|
1570815372.232443|STORE|The store already exists in udefs|
1570815372.232529|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570815372.248694|LIC|idate 2019-09-30 08:00:36 +0000|
1570815372.258425|LIC|closing previous instance of BetterTouchTool relaunch|
1570815372.267963|LIC|license appears to be valid|
1570815372.269279|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
    TransactionID = "39422015-chreb48eb62a14f-6ce7abad5e";
}|
1570815372.269369|LIC|systemdate 2019-09-13 07:39:16 +0000|
1570815372.269384|LIC|using date 1568360356|
1570815372.269426|lic|newest date 2019-09-13 07:39:16 +0000|
1570815372.269438|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815372.272585|lic|newest date 2019-09-13 07:39:16 +0000|
1570815372.272628|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815372.272972|LIC|License is valid for this version|
1570815372.293449|lic|newest date 2019-09-13 07:39:16 +0000|
1570815372.293475|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815372.327209|xw|is trusted|
1570815372.351245|short|call sharedInstance4|
1570815372.421642|M|mt_stop10|
1570815372.423415|M|register touchbar mbp trackpad|
1570815372.423443|M|register internal trackpad|
1570815372.423595|STDEV|68|
1570815373.156357|lic|newest date 2019-09-13 07:39:16 +0000|
1570815373.156402|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815373.159306|START|TB VISIBLE 0|
1570815373.159343|START|TB FORCED HIDDEN 0|
1570815373.163393|LAUNCH|DIDLaunch END frontmostApp: com.google.Chrome, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
1570815373.189949|lic|newest date 2019-09-13 07:39:16 +0000|
1570815373.189967|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815373.201147|SLEEP|FORCESHOWAFTERSLEEP2|
1570815373.201173|TB|Force show Touch Bar|
1570815373.382127|SLEEP|FORCESHOWAFTERSLEEP3|
1570815373.382213|TB|Force show Touch Bar|
1570815374.190306|M|mt_stop2|
1570815374.191703|M|unregister magic trackpad 2|
1570815374.192820|ASL|Bonjour Service Published: domain(local.) type(_bttremote._tcp.) name(McDiTo) port(50675)|
1570815374.193296|M|register touchbar mbp trackpad|
1570815374.193311|M|register internal trackpad|
1570815374.193451|STDEV|68|
1570815376.631795|SWI|PID MISMATCH FIX|
1570815384.568936|LOGIN|RESTART AFTER LOGIN|
1570815384.572029|xw|should relaunch|
1570815384.572433|xw|BTTRelaunch found|
1570815384.572478|xw|BTTRelaunch call seems successfull|
1570815384.585145|TERMINATE|SHOULDTERMINATE|
1570815384.932454|LAUNCH|DIDLaunch START|
1570815384.936819|SYS|Running on macOS: 10.14.6|
1570815384.936846|SYS|BTT Version: 3.202|
1570815384.936879|SYS|Device: MacBookPro15,2|
1570815384.979380|usage|loading todays usage|
1570815384.989002|short|init|
1570815384.989857|STORE|The store already exists in udefs|
1570815384.989919|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570815384.999249|LIC|idate 2019-09-30 08:00:36 +0000|
1570815385.005097|LIC|closing previous instance of BetterTouchTool relaunch|
1570815385.010534|LIC|license appears to be valid|
1570815385.011397|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
    TransactionID = "39422015-chreb48eb62a14f-6ce7abad5e";
}|
1570815385.011454|LIC|systemdate 2019-09-13 07:39:16 +0000|
1570815385.011463|LIC|using date 1568360356|
1570815385.011485|lic|newest date 2019-09-13 07:39:16 +0000|
1570815385.011491|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815385.012973|lic|newest date 2019-09-13 07:39:16 +0000|
1570815385.012989|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815385.013126|LIC|License is valid for this version|
1570815385.025776|lic|newest date 2019-09-13 07:39:16 +0000|
1570815385.025792|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815385.039964|xw|is trusted|
1570815385.055710|short|call sharedInstance4|
1570815385.105538|M|mt_stop10|
1570815385.106747|M|register touchbar mbp trackpad|
1570815385.106763|M|register internal trackpad|
1570815385.106897|STDEV|68|
1570815385.625582|lic|newest date 2019-09-13 07:39:16 +0000|
1570815385.625607|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815385.627685|START|TB VISIBLE 0|
1570815385.627706|START|TB FORCED HIDDEN 0|
1570815385.631122|LAUNCH|DIDLaunch END frontmostApp: com.google.Chrome, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
1570815385.650655|lic|newest date 2019-09-13 07:39:16 +0000|
1570815385.650672|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815385.659429|SLEEP|FORCESHOWAFTERSLEEP2|
1570815385.659452|TB|Force show Touch Bar|
1570815385.775860|SLEEP|FORCESHOWAFTERSLEEP3|
1570815385.775883|TB|Force show Touch Bar|
1570815386.736489|M|mt_stop2|
1570815386.737415|ASL|Bonjour Service Published: domain(local.) type(_bttremote._tcp.) name(McDiTo) port(50675)|
1570815386.738026|M|unregister magic trackpad 2|
1570815386.739108|M|register touchbar mbp trackpad|
1570815386.739125|M|register internal trackpad|
1570815386.739224|STDEV|68|
1570815407.164525|LOGIN|RESTART AFTER LOGIN|
1570815407.168832|xw|should relaunch|
1570815407.169260|xw|BTTRelaunch found|
1570815407.169315|xw|BTTRelaunch call seems successfull|
1570815407.183890|TERMINATE|SHOULDTERMINATE|
1570815407.535072|LAUNCH|DIDLaunch START|
1570815407.539494|SYS|Running on macOS: 10.14.6|
1570815407.539514|SYS|BTT Version: 3.202|
1570815407.539539|SYS|Device: MacBookPro15,2|
1570815407.578423|usage|loading todays usage|
1570815407.588419|short|init|
1570815407.589279|STORE|The store already exists in udefs|
1570815407.589346|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570815407.598828|LIC|idate 2019-09-30 08:00:36 +0000|
1570815407.604717|LIC|closing previous instance of BetterTouchTool relaunch|
1570815407.610253|LIC|license appears to be valid|
1570815407.610976|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
    TransactionID = "39422015-chreb48eb62a14f-6ce7abad5e";
}|
1570815407.611031|LIC|systemdate 2019-09-13 07:39:16 +0000|
1570815407.611041|LIC|using date 1568360356|
1570815407.611064|lic|newest date 2019-09-13 07:39:16 +0000|
1570815407.611070|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815407.613732|lic|newest date 2019-09-13 07:39:16 +0000|
1570815407.613759|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815407.613918|LIC|License is valid for this version|
1570815407.626839|lic|newest date 2019-09-13 07:39:16 +0000|
1570815407.626854|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815407.641280|xw|is trusted|
1570815407.656791|short|call sharedInstance4|
1570815407.705753|M|mt_stop10|
1570815407.707140|M|register touchbar mbp trackpad|
1570815407.707172|M|register internal trackpad|
1570815407.707367|STDEV|68|
1570815408.227757|lic|newest date 2019-09-13 07:39:16 +0000|
1570815408.227779|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815408.229488|START|TB VISIBLE 0|
1570815408.229504|START|TB FORCED HIDDEN 0|
1570815408.232833|LAUNCH|DIDLaunch END frontmostApp: com.google.Chrome, touchpadMode 0, windowSnappingDisabled 0, singleFingerScrollingDisabled 0, mmScrollingUsed 0, tpScrollingUsed 0, tpPinchUsed 0, tpRotateUsed 0|
1570815408.252636|lic|newest date 2019-09-13 07:39:16 +0000|
1570815408.252652|lic|lict 39422015-chreb48eb62a14f-6ce7abad5e|
1570815408.261442|SLEEP|FORCESHOWAFTERSLEEP2|
1570815408.261464|TB|Force show Touch Bar|
1570815408.376739|SLEEP|FORCESHOWAFTERSLEEP3|
1570815408.376769|TB|Force show Touch Bar|
1570815409.315970|M|mt_stop2|
1570815409.316904|ASL|Bonjour Service Published: domain(local.) type(_bttremote._tcp.) name(McDiTo) port(50675)|
1570815409.317763|M|unregister magic trackpad 2|
1570815409.318859|M|register touchbar mbp trackpad|
1570815409.318876|M|register internal trackpad|
1570815409.318980|STDEV|68|
1570815411.884860|SWI|PID MISMATCH FIX|
1570815413.111668|TERMINATE|SHOULDTERMINATE|
1570815468.549775|LAUNCH|DIDLaunch START|
1570815468.560696|SYS|Running on macOS: 10.14.6|
1570815468.560726|SYS|BTT Version: 3.202|
1570815468.560762|SYS|Device: MacBookPro15,2|
1570815468.677702|usage|loading todays usage|
1570815468.719662|short|init|
1570815468.722655|STORE|The store already exists in udefs|
1570815468.722904|xw|the new store already exists btt_data_store.version_3_202_build_1378|
1570815468.795721|LIC|idate 2019-09-30 08:00:36 +0000|
1570815468.815882|LIC|license appears to be valid|
1570815468.817367|LIC|license dictionary {
    CheckoutName = "Dirk Tornow";
    Email = "dirk@smings.com";
    LicenseType = "paddle_lifetime";
    Licenses = 1;
    Name = "Dirk Tornow";
    OrderID = 3e077963858a1f0ad0eee360737f6c61;
    Product = BetterTouchTool;
    Signature = <2f068c1d e2832ee2 79716cd0 54f19928 ad36a080 0ea90591 22a24b23 dba7006b c9d8a760 3269c7c1 fecdba13 27656c75 18225850 6278e974 cb23f0ee e28fe7b4 52826556 43928061 07604770 06fb405b f9b0de21 07e1d5c0 201ca9b8 34eb9468 6598e681 49c29b10 a8c415fa f10a4b15 2b7f51ae 04f37876 8ba28ded 5766fc94>;
    Timestamp = 1568360356;
